1,1,121.78,334.4,133.52,58.80000000000001,1,1,1.0
1,2,210.34,251.29,93.03,40.62000000000003,1,1,0.0
1,3,735.78,266.64,69.88,39.75,1,1,1.0
2,1,109.6,338.5,123.26000000000002,58.089999999999975,1,1,1.0
2,2,210.34,251.34,93.03,40.619999999999976,1,1,0.0
2,3,721.31,268.59,71.20000000000005,40.07000000000005,1,1,1.0
3,1,97.42,342.6,112.99999999999999,57.389999999999986,1,1,1.0
3,2,210.34,251.39,93.03,40.620000000000005,1,1,0.0
3,3,706.84,270.53,72.52999999999997,40.400000000000034,1,1,1.0
4,1,85.25,346.7,102.72999999999999,56.68000000000001,1,1,1.0
4,2,210.34,251.44,93.03,40.620000000000005,1,1,0.0
4,3,692.37,272.48,73.85000000000002,40.71999999999997,1,1,1.0
5,1,73.07,350.8,92.47,55.97999999999996,1,1,1.0
5,2,210.34,251.49,93.03,40.620000000000005,1,1,0.0
5,3,677.91,274.42,75.17000000000007,41.05000000000001,1,1,1.0
6,1,60.89,354.9,82.21,55.27000000000004,1,1,1.0
6,2,210.34,251.54,93.03,40.62000000000003,1,1,0.0
6,3,663.44,276.37,76.4899999999999,41.370000000000005,1,1,1.0
7,1,48.71,359.0,71.94999999999999,54.56999999999999,1,1,1.0
7,2,210.34,251.59,93.03,40.619999999999976,1,1,0.0
7,3,648.97,278.32,77.80999999999995,41.69,1,1,1.0
8,1,36.53,363.1,61.69,53.85999999999996,1,1,1.0
8,2,210.34,251.64,93.03,40.620000000000005,1,1,0.0
8,3,634.5,280.26,79.13999999999999,42.03000000000003,1,1,1.0
9,1,24.36,367.2,51.42,53.160000000000025,1,1,1.0
9,2,210.34,251.69,93.03,40.620000000000005,1,1,0.0
9,3,620.04,282.21,80.45000000000005,42.35000000000002,1,1,1.0
10,1,12.18,371.3,41.160000000000004,52.44999999999999,1,1,1.0
10,2,210.34,251.74,93.03,40.620000000000005,1,1,0.0
10,3,605.57,284.15,81.77999999999997,42.68000000000001,1,1,1.0
11,1,0.0,375.4,30.9,51.75,1,1,0.0
11,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
11,3,591.1,286.1,83.10000000000002,43.0,1,1,1.0
12,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
12,3,574.17,288.32,84.93000000000006,44.01999999999998,1,1,1.0
13,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
13,3,557.25,290.54,86.75,45.049999999999955,1,1,1.0
14,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
14,3,540.32,292.76,88.57999999999993,46.06999999999999,1,1,1.0
15,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
15,3,523.39,294.98,90.40999999999997,47.099999999999966,1,1,1.0
16,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
16,3,506.47,297.2,92.23000000000002,48.120000000000005,1,1,1.0
17,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
17,3,489.54,299.42,94.06,49.139999999999986,1,1,1.0
18,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
18,3,472.61,301.64,95.88999999999999,50.170000000000016,1,1,1.0
19,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
19,3,455.69,303.86,97.70999999999998,51.19,1,1,1.0
20,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
20,3,438.76,306.08,99.53999999999996,52.22000000000003,1,1,1.0
21,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
21,3,421.83,308.3,101.37000000000006,53.24000000000001,1,1,1.0
22,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
22,3,401.63,311.63,103.86000000000001,54.19,1,1,1.0
23,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
23,3,381.44,314.96,106.33999999999997,55.14000000000004,1,1,1.0
24,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
24,3,361.24,318.29,108.82999999999998,56.089999999999975,1,1,1.0
25,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
25,3,341.04,321.62,111.32,57.02999999999997,1,1,1.0
26,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
26,3,320.84,324.95,113.81,57.98000000000002,1,1,1.0
27,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
27,3,300.64,328.28,116.30000000000001,58.93000000000001,1,1,1.0
28,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
28,3,280.44,331.61,118.79000000000002,59.879999999999995,1,1,1.0
29,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
29,3,260.24,334.94,121.27999999999997,60.829999999999984,1,1,1.0
30,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
30,3,240.05,338.27,123.75999999999999,61.78000000000003,1,1,1.0
31,2,210.34,251.79,93.03,40.62000000000003,1,1,1.0
31,3,219.85,341.6,126.25000000000003,62.72999999999996,1,1,1.0
32,2,210.36,251.89,93.02999999999997,40.620000000000005,1,1,1.0
32,3,197.86,346.15,126.50999999999999,63.860000000000014,1,1,1.0
33,2,210.37,251.99,93.04000000000002,40.620000000000005,1,1,1.0
33,3,175.88,350.69,126.75999999999999,65.00999999999999,1,1,1.0
34,2,210.39,252.09,93.03000000000003,40.619999999999976,1,1,1.0
34,3,153.89,355.24,127.02000000000004,66.14999999999998,1,1,1.0
35,2,210.41,252.2,93.03,40.620000000000005,1,1,1.0
35,3,131.91,359.79,127.27000000000001,67.28999999999996,1,1,1.0
36,2,210.42,252.3,93.03999999999999,40.620000000000005,1,1,1.0
36,3,109.92,364.33,127.52999999999999,68.43,1,1,1.0
37,2,210.44,252.4,93.03000000000003,40.619999999999976,1,1,1.0
37,3,87.94,368.88,127.77000000000001,69.57,1,1,1.0
38,2,210.46,252.5,93.03,40.620000000000005,1,1,1.0
38,3,65.95,373.43,128.02999999999997,70.70999999999998,1,1,1.0
39,2,210.47,252.6,93.03,40.62000000000003,1,1,1.0
39,3,43.97,377.97,128.28,71.85999999999996,1,1,1.0
40,2,210.49,252.7,93.02999999999997,40.620000000000005,1,1,1.0
40,3,21.98,382.52,128.54000000000002,72.99000000000001,1,1,1.0
41,2,210.51,252.8,93.03000000000003,40.620000000000005,1,1,1.0
41,3,0.0,387.07,128.79,74.13,1,1,0.0
42,2,210.52,252.9,93.03,40.619999999999976,1,1,1.0
42,3,0.0,391.28,104.15,69.92000000000002,1,1,0.0
43,2,210.54,253.0,93.03,40.620000000000005,1,1,1.0
43,3,0.0,395.5,79.5,65.69999999999999,1,1,0.0
44,2,210.55,253.11,93.03999999999996,40.620000000000005,1,1,1.0
44,3,0.0,400.9,51.7,60.30000000000001,1,1,0.0
45,2,210.57,253.21,93.03000000000003,40.619999999999976,1,1,1.0
45,3,0.0,406.5,24.7,54.69999999999999,1,1,0.0
46,2,210.59,253.31,93.03,40.620000000000005,1,1,1.0
47,2,210.6,253.41,93.03999999999999,40.619999999999976,1,1,1.0
48,2,210.62,253.51,93.02999999999997,40.620000000000005,1,1,1.0
49,2,210.64,253.61,93.03000000000003,40.620000000000005,1,1,1.0
50,2,210.65,253.71,93.03999999999999,40.619999999999976,1,1,1.0
51,2,210.67,253.81,93.03,40.620000000000005,1,1,1.0
51,4,955.26,243.46,4.740000000000009,36.71000000000001,1,1,1.0
52,2,210.69,253.92,93.03000000000003,40.62000000000003,1,1,1.0
52,4,950.13,241.64,9.870000000000005,40.19999999999999,1,1,1.0
53,2,210.7,254.02,93.04000000000002,40.619999999999976,1,1,1.0
53,4,944.99,239.81,15.009999999999991,43.69,1,1,1.0
54,2,210.72,254.12,93.03,40.620000000000005,1,1,1.0
